TIPO,CATEGORIA,SUBCATEGORIA (Español),FAMILIA (Español),Nombre del Producto en Inglés (CALIDAD),Nombre del Producto en Español,Descripción MKT,Características,Cod SAP local,EAN ,Merch Code,Tono,Status 2023
TIPO,CATEGORIA,SUBCATEGORIA (Español),FAMILIA (Español),Nombre del Producto en Inglés (CALIDAD),Nombre del Producto en Español,Descripción MKT,Características,Cod SAP local,EAN ,Merch Code,Tono,Status 2023
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","Te dejamos unos tips para que te animes a hacerlo vos también:
Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada. 

Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo. 

Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento. 

Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo. 

Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365004,309977326046,004,Rubio Ultra Claro Natural,Regular
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","¿Te animás a teñirte vos misma? Te dejamos unos tips para que lo hagas (es muy fácil 😉)
•Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada.
•Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo.
•Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento.
•Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo.
•Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365005,309976623054,005,Rubio Ultra Claro Ceniza,Regular
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","¿Te animás a teñirte vos misma? Te dejamos unos tips para que lo hagas (es muy fácil 😉)
•Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada.
•Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo.
•Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento.
•Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo.
•Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365010,309978695103,010,Negro,Regular
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","¿Te animás a teñirte vos misma? Te dejamos unos tips para que lo hagas (es muy fácil 😉)
•Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada.
•Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo.
•Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento.
•Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo.
•Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365011,309978695110,011,Negro Suave,Regular
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","¿Te animás a teñirte vos misma? Te dejamos unos tips para que lo hagas (es muy fácil 😉)
•Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada.
•Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo.
•Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento.
•Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo.
•Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365012,309976623122,012,Negro Azulado,Regular
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","¿Te animás a teñirte vos misma? Te dejamos unos tips para que lo hagas (es muy fácil 😉)
•Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada.
•Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo.
•Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento.
•Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo.
•Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365020,309978695202,020,Negro Natural,Regular
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","¿Te animás a teñirte vos misma? Te dejamos unos tips para que lo hagas (es muy fácil 😉)
•Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada.
•Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo.
•Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento.
•Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo.
•Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365030,309978695301,030,Castaño Oscuro,Regular
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","¿Te animás a teñirte vos misma? Te dejamos unos tips para que lo hagas (es muy fácil 😉)
•Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada.
•Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo.
•Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento.
•Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo.
•Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365033,309978695332,033,Castaño Oscuro Dorado,Regular
Revlon ColorSilk,Coloración,Coloración Permanente,ColorSilk,Colorsilk Beautiful Color ,Coloración permanente sin Amoniaco 3D Color con Keratina,"La tintura de cabello permanente sin amoníaco # 1 en Estados Unidos. 
Para una cobertura del 100% de las canas, color de alta definición y larga duración, brillo y suavidad sedosa.

•	Tecnología de gel de color 3D: proporciona un color multitono de aspecto natural de la raíz a las puntas.
•	Fórmula con queratina
•	Deja el cabello en mejor estado que antes de colorearlo.
FORMULA NUEVA Y MEJORADA PARA UNA MEZCLA DE COLOR ÓPTIMA
•	Fórmula óptima: antigoteo para mejores resultados de color en casa.
•	Color de calidad de salón.
•	Acondicionador ultra hidratante para el control del frizz.
•	Nuevos tonos de alto rendimiento para rubios + rojos. Sin amoníaco.
•	Mantiene la fuerza del cabello después del proceso de color. ","¿Te animás a teñirte vos misma? Te dejamos unos tips para que lo hagas (es muy fácil 😉)
•Paso 1 | Mezclar: Vertir el colorante sin amoníaco en la botella de crema reveladora de color. Agitá hasta que la preparación esté completamente mezclada.
•Paso 2 | Aplicar: Dividir el cabello en 4 secciones iguales. Aplicá la mezcla al área de la raíz en cada separación sin frotar el cuero cabelludo.
•Paso 3 | Esperar: Dejar la mezcla sobre el cabello durante 25 minutos en total. Para cabello gris resistente, dejalo actuar durante 10 minutos adicionales. Para tonos rubios, agregá 20 minutos adicionales al tiempo total de procesamiento.
•Paso 4 | Enjuagar: Agregar un poco de agua tibia al cabello y masajeá suavemente la mezcla de color por el cabello. Enjuague el cabello por completo.
•Paso 5 | Acondicionamiento: Aplicar el acondicionador en crema ultrahidratante después de la aplicación del color. Dejar actuar durante 3 minutos y luego enjuagar con agua tibia.",7248365034,309978695349,034,Borgoña Oscuro,Regular
